[1];[1];2;3;2;3;19404
[1];[1];2;3;3;1;264
[1];[1];2;3;3;2;35640
[1];[1];2;3;4;1;1884
[1];[1];3;0;1;1;4
[1];[1];3;0;1;2;14
[1];[1];3;0;1;3;34
[1];[1];3;0;1;4;69
[1];[1];3;0;1;5;125
[1];[1];3;0;1;6;209
[1];[1];3;0;2;1;7
[1];[1];3;0;2;2;35
[1];[1];3;0;2;3;119
[1];[1];3;0;2;4;329
[1];[1];3;0;2;5;791
[1];[1];3;0;2;6;1715
[1];[1];3;0;3;1;28
[1];[1];3;0;3;2;434
[1];[1];3;0;3;3;4494
[1];[1];3;0;3;4;35959
[1];[1];3;0;4;1;139
[1];[1];3;0;4;2;9869
[1];[1];3;1;1;1;10
[1];[1];3;1;1;2;70
[1];[1];3;1;1;3;350
[1];[1];3;1;1;4;1470
[1];[1];3;1;1;5;5502
[1];[1];3;1;1;6;18942
[1];[1];3;1;2;1;18
[1];[1];3;1;2;2;198
[1];[1];3;1;2;3;1518
[1];[1];3;1;2;4;9438
[1];[1];3;1;2;5;50622
[1];[1];3;1;3;1;90
[1];[1];3;1;3;2;4230
[1];[1];3;1;4;1;546
[1];[1];3;2;1;1;18
[1];[1];3;2;1;2;207
[1];[1];3;2;1;3;1719
[1];[1];3;2;1;4;11925
[1];[1];3;2;1;5;73161
[1];[1];3;2;2;1;33
[1];[1];3;2;2;2;627
[1];[1];3;2;2;3;8349
[1];[1];3;2;2;4;89430
[1];[1];3;2;3;1;198
[1];[1];3;2;3;2;20097
[1];[1];3;2;4;1;1413
[1];[1];3;3;1;1;28
[1];[1];3;3;1;2;476
[1];[1];3;3;1;3;5852
[1];[1];3;3;1;4;59612
[1];[1];3;3;2;1;52
[1];[1];3;3;2;2;1508
[1];[1];3;3;2;3;30628
[1];[1];3;3;3;1;364
[1];[1];3;3;3;2;67340
[1];[1];3;3;4;1;2980
[1];[1];4;0;1;1;5
[1];[1];4;0;1;2;20
[1];[1];4;0;1;3;55
[1];[1];4;0;1;4;125
[1];[1];4;0;1;5;251
[1];[1];4;0;1;6;461
[1];[1];4;0;2;1;9
[1];[1];4;0;2;2;54
[1];[1];4;0;2;3;219
[1];[1];4;0;2;4;714
[1];[1];4;0;2;5;2001
[1];[1];4;0;2;6;5004
[1];[1];4;0;3;1;45
[1];[1];4;0;3;2;1080
[1];[1];4;0;3;3;17295
[1];[1];4;0;4;1;273
[1];[1];4;0;4;2;37674
[1];[1];4;1;1;1;12
[1];[1];4;1;1;2;96
[1];[1];4;1;1;3;544
[1];[1];4;1;1;4;2560
[1];[1];4;1;1;5;10624
[1];[1];4;1;1;6;40192
[1];[1];4;1;2;1;22
[1];[1];4;1;2;2;286
[1];[1];4;1;2;3;2574
[1];[1];4;1;2;4;18590
[1];[1];4;1;3;1;132
[1];[1];4;1;3;2;8976
[1];[1];4;1;4;1;942
[1];[1];4;2;1;1;21
[1];[1];4;2;1;2;273
[1];[1];4;2;1;3;2541
[1];[1];4;2;1;4;19551
[1];[1];4;2;2;1;39
[1];[1];4;2;2;2;858
[1];[1];4;2;2;3;13143
[1];[1];4;2;3;1;273
[1];[1];4;2;3;2;37947
[1];[1];4;2;4;1;2235
[1];[1];4;3;1;1;32
[1];[1];4;3;1;2;608
[1];[1];4;3;1;3;8288
[1];[1];4;3;1;4;92768
[1];[1];4;3;2;1;60
[1];[1];4;3;2;2;1980
[1];[1];4;3;2;3;45500
[1];[1];4;3;3;1;480
[1];[1];4;3;4;1;4428
[1];[2];1;0;1;2;9
[1];[2];1;0;1;3;45
[1];[2];1;0;1;4;141
[1];[2];1;0;1;5;351
[1];[2];1;0;1;6;757
[1];[2];1;0;1;7;1477
[1];[2];1;0;2;2;25
[1];[2];1;0;2;3;175
[1];[2];1;0;2;4;750
[1];[2];1;0;2;5;2500
[1];[2];1;0;2;6;7085
[1];[2];1;0;2;7;17865
[1];[2];1;0;3;2;225
[1];[2];1;0;3;3;3825
[1];[2];1;0;3;4;38625
[1];[2];1;0;4;2;3249
[1];[2];1;1;1;2;100
[1];[2];1;1;1;3;1300
[1];[2];1;1;1;4;10500
[1];[2];1;1;1;5;66500
[1];[2];1;1;2;2;324
[1];[2];1;1;2;3;6804
[1];[2];1;1;2;4;86724
[1];[2];1;1;3;2;8100
[1];[2];1;2;1;2;441
[1];[2];1;2;1;3;11025
[1];[2];1;2;2;2;1521
[1];[2];1;2;2;3;65403
[1];[2];1;2;3;2;74529
[1];[2];1;3;1;2;1296
[1];[2];1;3;1;3;53136
[1];[2];1;3;2;2;4624
[1];[2];2;0;1;2;25
[1];[2];2;0;1;3;175
[1];[2];2;0;1;4;750
[1];[2];2;0;1;5;2500
[1];[2];2;0;1;6;7085
[1];[2];2;0;1;7;17865
[1];[2];2;0;2;2;81
[1];[2];2;0;2;3;891
[1];[2];2;0;2;4;5886
[1];[2];2;0;2;5;29646
[1];[2];2;0;3;2;2025
[1];[2];2;0;3;3;95175
[1];[2];2;0;4;2;74529
[1];[2];2;1;1;2;196
[1];[2];2;1;1;3;3332
[1];[2];2;1;1;4;34692
[1];[2];2;1;2;2;676
[1];[2];2;1;2;3;19604
[1];[2];2;1;3;2;33124
[1];[2];2;2;1;2;729
[1];[2];2;2;1;3;22599
[1];[2];2;2;2;2;2601
[1];[2];2;3;1;2;1936
[1];[2];2;3;1;3;94864
[1];[2];2;3;2;2;7056
[1];[2];3;0;1;2;49
[1];[2];3;0;1;3;441
[1];[2];3;0;1;4;2401
[1];[2];3;0;1;5;10045
[1];[2];3;0;1;6;35329
[1];[2];3;0;2;2;169
[1];[2];3;0;2;3;2535
[1];[2];3;0;2;4;22646
[1];[2];3;0;3;2;8281
[1];[2];3;1;1;2;324
[1];[2];3;1;1;3;6804
[1];[2];3;1;1;4;86724
[1];[2];3;1;2;2;1156
[1];[2];3;1;2;3;42772
[1];[2];3;1;3;2;93636
[1];[2];3;2;1;2;1089
[1];[2];3;2;1;3;40293
[1];[2];3;2;2;2;3969
[1];[2];3;3;1;2;2704
[1];[2];3;3;2;2;10000
[1];[2];4;0;1;2;81
[1];[2];4;0;1;3;891
[1];[2];4;0;1;4;5886
[1];[2];4;0;1;5;29646
[1];[2];4;0;2;2;289
[1];[2];4;0;2;3;5491
[1];[2];4;0;2;4;61846
[1];[2];4;0;3;2;23409
[1];[2];4;1;1;2;484
[1];[2];4;1;1;3;12100
[1];[2];4;1;2;2;1764
[1];[2];4;1;2;3;79380
[1];[2];4;2;1;2;1521
[1];[2];4;2;1;3;65403
[1];[2];4;2;2;2;5625
[1];[2];4;3;1;2;3600
[1];[2];4;3;2;2;13456
[1];[3];1;0;1;3;64
[1];[3];1;0;1;4;544
[1];[3];1;0;1;5;2704
[1];[3];1;0;1;6;10184
[1];[3];1;0;1;7;32072
[1];[3];1;0;1;8;88844
[1];[3];1;0;2;3;343
[1];[3];1;0;2;4;4459
[1];[3];1;0;2;5;33271
[1];[3];1;0;3;3;21952
[1];[3];1;1;1;3;2744
[1];[3];1;1;1;4;68600
[1];[3];1;1;2;3;17576
[1];[3];1;2;1;3;27000
[1];[3];2;0;1;3;343
[1];[3];2;0;1;4;4459
[1];[3];2;0;1;5;33271
[1];[3];2;0;2;3;2197
[1];[3];2;0;2;4;48334
[1];[3];2;1;1;3;8000
[1];[3];2;1;2;3;54872
[1];[3];2;2;1;3;59319
[1];[3];3;0;1;3;1000
[1];[3];3;0;1;4;17500
[1];[3];3;0;2;3;6859
[1];[3];3;1;1;3;17576
[1];[3];4;0;1;3;2197
[1];[3];4;0;1;4;48334
[1];[3];4;0;2;3;15625
[1];[3];4;1;1;3;32768
[1];[4];1;0;1;4;625
[1];[4];1;0;1;5;8125
[1];[4];1;0;1;6;59375
[1];[4];1;0;2;4;6561
[1];[4];2;0;1;4;6561
[1];[4];2;0;2;4;83521
[1];[4];3;0;1;4;28561
[1];[4];4;0;1;4;83521
[2];[1];1;0;1;1;2
[2];[1];1;0;1;2;5
[2];[1];1;0;1;3;9
[2];[1];1;0;1;4;14
[2];[1];1;0;1;5;20
[2];[1];1;0;1;6;27
[2];[1];1;0;2;1;3
[2];[1];1;0;2;2;9
[2];[1];1;0;2;3;19
[2];[1];1;0;2;4;34
[2];[1];1;0;2;5;55
[2];[1];1;0;2;6;83
[2];[1];1;0;3;1;6
[2];[1];1;0;3;2;27
[2];[1];1;0;3;3;83
[2];[1];1;0;3;4;209
[2];[1];1;0;3;5;461
[2];[1];1;0;3;6;923
[2];[1];1;0;4;1;15
[2];[1];1;0;4;2;135
[2];[1];1;0;4;3;815
[2];[1];1;0;4;4;3875
[2];[1];1;0;4;5;15503
[2];[1];1;0;4;6;54263
[2];[1];1;1;1;1;20
[2];[1];1;1;1;2;260
[2];[1];1;1;1;3;2500
[2];[1];1;1;1;4;20420
[2];[1];1;1;2;1;36
[2];[1];1;1;2;2;756
[2];[1];1;1;2;3;11316
[2];[1];1;1;3;1;180
[2];[1];1;1;3;2;16740
[2];[1];1;1;4;1;1092
[2];[1];1;2;1;1;90
[2];[1];1;2;1;2;4545
[2];[1];1;2;2;1;171
[2];[1];1;2;2;2;15561
[2];[1];1;2;3;1;1710
[2];[1];1;2;4;1;19287
[2];[1];1;3;1;1;272
[2];[1];1;3;1;2;39440
[2];[1];1;3;2;1;528
[2];[1];1;3;3;1;8976
[2];[1];2;0;1;1;10
[2];[1];2;0;1;2;70
[2];[1];2;0;1;3;350
[2];[1];2;0;1;4;1470
[2];[1];2;0;1;5;5502
[2];[1];2;0;1;6;18942
[2];[1];2;0;2;1;18
[2];[1];2;0;2;2;198
[2];[1];2;0;2;3;1518
[2];[1];2;0;2;4;9438
[2];[1];2;0;2;5;50622
[2];[1];2;0;3;1;90
[2];[1];2;0;3;2;4230
[2];[1];2;0;4;1;546
[2];[1];2;1;1;1;50
[2];[1];2;1;1;2;1425
[2];[1];2;1;1;3;28925
[2];[1];2;1;2;1;95
[2];[1];2;1;2;2;4845
[2];[1];2;1;3;1;950
[2];[1];2;1;4;1;10715
[2];[1];2;2;1;1;170
[2];[1];2;2;1;2;15470
[2];[1];2;2;2;1;330
[2];[1];2;2;2;2;56430
[2];[1];2;2;3;1;5610
[2];[1];2;3;1;1;442
[2];[1];2;3;2;1;867
[2];[1];2;3;3;1;22542
[2];[1];3;0;1;1;20
[2];[1];3;0;1;2;240
[2];[1];3;0;1;3;2000
[2];[1];3;0;1;4;13440
[2];[1];3;0;1;5;77504
[2];[1];3;0;2;1;38
[2];[1];3;0;2;2;798
[2];[1];3;0;2;3;11438
[2];[1];3;0;3;1;380
[2];[1];3;0;3;2;72960
[2];[1];3;0;4;1;4286
[2];[1];3;1;1;1;85
[2];[1];3;1;1;2;3910
[2];[1];3;1;2;1;165
[2];[1];3;1;2;2;14190
[2];[1];3;1;3;1;2805
[2];[1];3;1;4;1;51525
[2];[1];3;2;1;1;260
[2];[1];3;2;1;2;35360
[2];[1];3;2;2;1;510
[2];[1];3;2;3;1;13260
[2];[1];3;3;1;1;629
[2];[1];3;3;2;1;1241
[2];[1];3;3;3;1;45917
[2];[1];4;0;1;1;34
[2];[1];4;0;1;2;646
[2];[1];4;0;1;3;8398
[2];[1];4;0;1;4;85918
[2];[1];4;0;2;1;66
[2];[1];4;0;2;2;2310
[2];[1];4;0;2;3;54670
[2];[1];4;0;3;1;1122
[2];[1];4;0;4;1;20610
[2];[1];4;1;1;1;130
[2];[1];4;1;1;2;8905
[2];[1];4;1;2;1;255
[2];[1];4;1;2;2;33405
[2];[1];4;1;3;1;6630
[2];[1];4;2;1;1;370
[2];[1];4;2;1;2;70670
[2];[1];4;2;2;1;730
[2];[1];4;2;3;1;27010
[2];[1];4;3;1;1;850
[2];[1];4;3;2;1;1683
[2];[1];4;3;3;1;84150
[2];[2];1;0;1;2;9
[2];[2];1;0;1;3;45
[2];[2];1;0;1;4;141
[2];[2];1;0;1;5;351
[2];[2];1;0;1;6;757
[2];[2];1;0;1;7;1477
[2];[2];1;0;2;2;25
[2];[2];1;0;2;3;175
[2];[2];1;0;2;4;750
[2];[2];1;0;2;5;2500
[2];[2];1;0;2;6;7085
[2];[2];1;0;2;7;17865
[2];[2];1;0;3;2;225
[2];[2];1;0;3;3;3825
[2];[2];1;0;3;4;38625
[2];[2];1;0;4;2;3249
[2];[2];1;1;1;2;1296
[2];[2];1;1;1;3;53136
[2];[2];1;1;2;2;4624
[2];[2];1;2;1;2;29241
[2];[2];2;0;1;2;324
[2];[2];2;0;1;3;6804
[2];[2];2;0;1;4;86724
[2];[2];2;0;2;2;1156
[2];[2];2;0;2;3;42772
[2];[2];2;0;3;2;93636
[2];[2];2;1;1;2;9025
[2];[2];2;1;2;2;34225
[2];[2];3;0;1;2;1444
[2];[2];3;0;1;3;59204
[2];[2];3;0;2;2;5476
[2];[2];3;1;1;2;27225
[2];[2];4;0;1;2;4356
[2];[2];4;0;2;2;16900
[2];[2];4;1;1;2;65025
[2];[3];1;0;1;3;64
[2];[3];1;0;1;4;544
[2];[3];1;0;1;5;2704
[2];[3];1;0;1;6;10184
[2];[3];1;0;1;7;32072
[2];[3];1;0;1;8;88844
[2];[3];1;0;2;3;343
[2];[3];1;0;2;4;4459
[2];[3];1;0;2;5;33271
[2];[3];1;0;3;3;21952
[2];[3];2;0;1;3;17576
[2];[4];1;0;1;4;625
[2];[4];1;0;1;5;8125
[2];[4];1;0;1;6;59375
[2];[4];1;0;2;4;6561
[1, 1];[1, 1];1;0;1;2;9
[1, 1];[1, 1];1;0;1;3;45
[1, 1];[1, 1];1;0;1;4;141
[1, 1];[1, 1];1;0;1;5;351
[1, 1];[1, 1];1;0;1;6;757
[1, 1];[1, 1];1;0;1;7;1477
[1, 1];[1, 1];1;0;2;2;25
[1, 1];[1, 1];1;0;2;3;175
[1, 1];[1, 1];1;0;2;4;750
[1, 1];[1, 1];1;0;2;5;2500
[1, 1];[1, 1];1;0;2;6;7085
[1, 1];[1, 1];1;0;2;7;17865
[1, 1];[1, 1];1;0;3;2;225
[1, 1];[1, 1];1;0;3;3;3825
[1, 1];[1, 1];1;0;3;4;38625
[1, 1];[1, 1];1;0;4;2;3249
[1, 1];[1, 1];1;1;1;2;100
[1, 1];[1, 1];1;1;1;3;1300
[1, 1];[1, 1];1;1;1;4;10500
[1, 1];[1, 1];1;1;1;5;66500
[1, 1];[1, 1];1;1;2;2;324
[1, 1];[1, 1];1;1;2;3;6804
[1, 1];[1, 1];1;1;2;4;86724
[1, 1];[1, 1];1;1;3;2;8100
[1, 1];[1, 1];1;2;1;2;441
[1, 1];[1, 1];1;2;1;3;11025
[1, 1];[1, 1];1;2;2;2;1521
[1, 1];[1, 1];1;2;2;3;65403
[1, 1];[1, 1];1;2;3;2;74529
[1, 1];[1, 1];1;3;1;2;1296
[1, 1];[1, 1];1;3;1;3;53136
[1, 1];[1, 1];1;3;2;2;4624
[1, 1];[1, 1];2;0;1;2;25
[1, 1];[1, 1];2;0;1;3;175
[1, 1];[1, 1];2;0;1;4;750
[1, 1];[1, 1];2;0;1;5;2500
[1, 1];[1, 1];2;0;1;6;7085
[1, 1];[1, 1];2;0;1;7;17865
[1, 1];[1, 1];2;0;2;2;81
[1, 1];[1, 1];2;0;2;3;891
[1, 1];[1, 1];2;0;2;4;5886
[1, 1];[1, 1];2;0;2;5;29646
[1, 1];[1, 1];2;0;3;2;2025
[1, 1];[1, 1];2;0;3;3;95175
[1, 1];[1, 1];2;0;4;2;74529
[1, 1];[1, 1];2;1;1;2;196
[1, 1];[1, 1];2;1;1;3;3332
[1, 1];[1, 1];2;1;1;4;34692
[1, 1];[1, 1];2;1;2;2;676
[1, 1];[1, 1];2;1;2;3;19604
[1, 1];[1, 1];2;1;3;2;33124
[1, 1];[1, 1];2;2;1;2;729
[1, 1];[1, 1];2;2;1;3;22599
[1, 1];[1, 1];2;2;2;2;2601
[1, 1];[1, 1];2;3;1;2;1936
[1, 1];[1, 1];2;3;1;3;94864
[1, 1];[1, 1];2;3;2;2;7056
[1, 1];[1, 1];3;0;1;2;49
[1, 1];[1, 1];3;0;1;3;441
[1, 1];[1, 1];3;0;1;4;2401
[1, 1];[1, 1];3;0;1;5;10045
[1, 1];[1, 1];3;0;1;6;35329
[1, 1];[1, 1];3;0;2;2;169
[1, 1];[1, 1];3;0;2;3;2535
[1, 1];[1, 1];3;0;2;4;22646
[1, 1];[1, 1];3;0;3;2;8281
[1, 1];[1, 1];3;1;1;2;324
[1, 1];[1, 1];3;1;1;3;6804
[1, 1];[1, 1];3;1;1;4;86724
[1, 1];[1, 1];3;1;2;2;1156
[1, 1];[1, 1];3;1;2;3;42772
[1, 1];[1, 1];3;1;3;2;93636
[1, 1];[1, 1];3;2;1;2;1089
[1, 1];[1, 1];3;2;1;3;40293
[1, 1];[1, 1];3;2;2;2;3969
[1, 1];[1, 1];3;3;1;2;2704
[1, 1];[1, 1];3;3;2;2;10000
[1, 1];[1, 1];4;0;1;2;81
[1, 1];[1, 1];4;0;1;3;891
[1, 1];[1, 1];4;0;1;4;5886
[1, 1];[1, 1];4;0;1;5;29646
[1, 1];[1, 1];4;0;2;2;289
[1, 1];[1, 1];4;0;2;3;5491
[1, 1];[1, 1];4;0;2;4;61846
[1, 1];[1, 1];4;0;3;2;23409
[1, 1];[1, 1];4;1;1;2;484
[1, 1];[1, 1];4;1;1;3;12100
[1, 1];[1, 1];4;1;2;2;1764
[1, 1];[1, 1];4;1;2;3;79380
[1, 1];[1, 1];4;2;1;2;1521
[1, 1];[1, 1];4;2;1;3;65403
[1, 1];[1, 1];4;2;2;2;5625
[1, 1];[1, 1];4;3;1;2;3600
[1, 1];[1, 1];4;3;2;2;13456
[1, 1];[1, 2];1;0;1;3;64
[1, 1];[1, 2];1;0;1;4;544
[1, 1];[1, 2];1;0;1;5;2704
[1, 1];[1, 2];1;0;1;6;10184
[1, 1];[1, 2];1;0;1;7;32072
[1, 1];[1, 2];1;0;1;8;88844
[1, 1];[1, 2];1;0;2;3;343
[1, 1];[1, 2];1;0;2;4;4459
[1, 1];[1, 2];1;0;2;5;33271
[1, 1];[1, 2];1;0;3;3;21952
[1, 1];[1, 2];1;1;1;3;2744
[1, 1];[1, 2];1;1;1;4;68600
[1, 1];[1, 2];1;1;2;3;17576
[1, 1];[1, 2];1;2;1;3;27000
[1, 1];[1, 2];2;0;1;3;343
[1, 1];[1, 2];2;0;1;4;4459
[1, 1];[1, 2];2;0;1;5;33271
[1, 1];[1, 2];2;0;2;3;2197
[1, 1];[1, 2];2;0;2;4;48334
[1, 1];[1, 2];2;1;1;3;8000
[1, 1];[1, 2];2;1;2;3;54872
[1, 1];[1, 2];2;2;1;3;59319
[1, 1];[1, 2];3;0;1;3;1000
[1, 1];[1, 2];3;0;1;4;17500
[1, 1];[1, 2];3;0;2;3;6859
[1, 1];[1, 2];3;1;1;3;17576
[1, 1];[1, 2];4;0;1;3;2197
[1, 1];[1, 2];4;0;1;4;48334
[1, 1];[1, 2];4;0;2;3;15625
[1, 1];[1, 2];4;1;1;3;32768
[1, 1];[1, 3];1;0;1;4;625
[1, 1];[1, 3];1;0;1;5;8125
[1, 1];[1, 3];1;0;1;6;59375
[1, 1];[1, 3];1;0;2;4;6561
[1, 1];[1, 3];2;0;1;4;6561
[1, 1];[1, 3];2;0;2;4;83521
[1, 1];[1, 3];3;0;1;4;28561
[1, 1];[1, 3];4;0;1;4;83521
[1, 1];[1, 4];1;0;1;5;7776
[1, 1];[2, 1];1;0;1;3;64
[1, 1];[2, 1];1;0;1;4;544
[1, 1];[2, 1];1;0;1;5;2704
[1, 1];[2, 1];1;0;1;6;10184
[1, 1];[2, 1];1;0;1;7;32072
[1, 1];[2, 1];1;0;1;8;88844
[1, 1];[2, 1];1;0;2;3;343
[1, 1];[2, 1];1;0;2;4;4459
[1, 1];[2, 1];1;0;2;5;33271
[1, 1];[2, 1];1;0;3;3;21952
[1, 1];[2, 1];1;1;1;3;2744
[1, 1];[2, 1];1;1;1;4;68600
[1, 1];[2, 1];1;1;2;3;17576
[1, 1];[2, 1];1;2;1;3;27000
[1, 1];[2, 1];2;0;1;3;343
[1, 1];[2, 1];2;0;1;4;4459
[1, 1];[2, 1];2;0;1;5;33271
[1, 1];[2, 1];2;0;2;3;2197
[1, 1];[2, 1];2;0;2;4;48334
[1, 1];[2, 1];2;1;1;3;8000
[1, 1];[2, 1];2;1;2;3;54872
[1, 1];[2, 1];2;2;1;3;59319
[1, 1];[2, 1];3;0;1;3;1000
[1, 1];[2, 1];3;0;1;4;17500
[1, 1];[2, 1];3;0;2;3;6859
[1, 1];[2, 1];3;1;1;3;17576
[1, 1];[2, 1];4;0;1;3;2197
[1, 1];[2, 1];4;0;1;4;48334
[1, 1];[2, 1];4;0;2;3;15625
[1, 1];[2, 1];4;1;1;3;32768
[1, 1];[2, 2];1;0;1;4;625
[1, 1];[2, 2];1;0;1;5;8125
[1, 1];[2, 2];1;0;1;6;59375
[1, 1];[2, 2];1;0;2;4;6561
[1, 1];[2, 2];2;0;1;4;6561
[1, 1];[2, 2];2;0;2;4;83521
[1, 1];[2, 2];3;0;1;4;28561
[1, 1];[2, 2];4;0;1;4;83521
[1, 1];[2, 3];1;0;1;5;7776
[1, 1];[3, 1];1;0;1;4;625
[1, 1];[3, 1];1;0;1;5;8125
[1, 1];[3, 1];1;0;1;6;59375
[1, 1];[3, 1];1;0;2;4;6561
[1, 1];[3, 1];2;0;1;4;6561
[1, 1];[3, 1];2;0;2;4;83521
[1, 1];[3, 1];3;0;1;4;28561
[1, 1];[3, 1];4;0;1;4;83521
[1, 1];[3, 2];1;0;1;5;7776
[1, 1];[4, 1];1;0;1;5;7776
[3];[1];1;0;1;1;2
[3];[1];1;0;1;2;5
[3];[1];1;0;1;3;9
[3];[1];1;0;1;4;14
[3];[1];1;0;1;5;20
[3];[1];1;0;1;6;27
[3];[1];1;0;2;1;3
[3];[1];1;0;2;2;9
[3];[1];1;0;2;3;19
[3];[1];1;0;2;4;34
[3];[1];1;0;2;5;55
[3];[1];1;0;2;6;83
[3];[1];1;0;3;1;6
[3];[1];1;0;3;2;27
[3];[1];1;0;3;3;83
[3];[1];1;0;3;4;209
[3];[1];1;0;3;5;461
[3];[1];1;0;3;6;923
[3];[1];1;0;4;1;15
[3];[1];1;0;4;2;135
[3];[1];1;0;4;3;815
[3];[1];1;0;4;4;3875
[3];[1];1;0;4;5;15503
[3];[1];1;0;4;6;54263
[3];[1];1;1;1;1;72
[3];[1];1;1;1;2;2952
[3];[1];1;1;1;3;87432
[3];[1];1;1;2;1;136
[3];[1];1;1;2;2;9928
[3];[1];1;1;3;1;1224
[3];[1];1;1;4;1;12552
[3];[1];1;2;1;1;756
[3];[1];1;2;2;1;1485
[3];[1];1;2;3;1;41580
[3];[1];1;3;1;1;4160
[3];[1];1;3;2;1;8256
[3];[1];2;0;1;1;27
[3];[1];2;0;1;2;432
[3];[1];2;0;1;3;4887
[3];[1];2;0;1;4;44982
[3];[1];2;0;2;1;51
[3];[1];2;0;2;2;1428
[3];[1];2;0;2;3;27591
[3];[1];2;0;3;1;459
[3];[1];2;0;4;1;4707
[3];[1];2;1;1;1;364
[3];[1];2;1;1;2;68978
[3];[1];2;1;2;1;715
[3];[1];2;1;3;1;20020
[3];[1];2;2;1;1;2275
[3];[1];2;2;2;1;4515
[3];[1];2;3;1;1;9450
[3];[1];2;3;2;1;18825
[3];[1];3;0;1;1;112
[3];[1];3;0;1;2;6608
[3];[1];3;0;2;1;220
[3];[1];3;0;2;2;24860
[3];[1];3;0;3;1;6160
[3];[1];3;1;1;1;910
[3];[1];3;1;2;1;1806
[3];[1];3;2;1;1;4536
[3];[1];3;2;2;1;9036
[3];[1];3;3;1;1;16492
[3];[1];3;3;2;1;32908
[3];[1];4;0;1;1;260
[3];[1];4;0;1;2;34580
[3];[1];4;0;2;1;516
